43;67;55;23157;16540;10622;6223;4703;5133;345832;82583
43;67;-21;23157;16540;10622;6223;4703;5133;345832;82583
43;67;3;23157;16540;10622;6223;4703;5133;345832;82583
43;67;17;23157;16540;10622;6223;4703;5133;345832;82583
43;67;-10;23157;16540;10622;6223;4703;5133;345832;82583
43;67;80;23157;16540;10622;6223;4703;5133;345832;82583
43;67;228;23157;16540;10622;6223;4703;5133;345832;82583
43;67;330;23157;16540;10622;6223;4703;5133;345832;82583
43;67;326;23157;16540;10622;6223;4703;5133;345832;82583
43;67;130;23157;16540;10622;6223;4703;5133;345832;82583
43;67;-183;23157;16540;10622;6223;4703;5133;345832;82583
43;67;-205;23157;16540;10622;6223;4703;5133;345832;82583
43;67;-365;23157;16540;10622;6223;4703;5133;345832;82583
43;67;-314;23157;16540;10622;6223;4703;5133;345832;82583
43;67;-277;23157;16540;10622;6223;4703;5133;345832;82583
43;67;-228;23157;16540;10622;6223;4703;5133;345832;82583
43;67;-235;23157;16540;10622;6223;4703;5133;345832;82583
43;67;-35;23157;16540;10622;6223;4703;5133;345832;82583
43;67;-65;23157;16540;10622;6223;4703;5133;345832;82583
43;67;131;23157;16540;10622;6223;4703;5133;345832;82583
43;67;168;23157;16540;10622;6223;4703;5133;345832;82583
43;67;245;23157;16540;10622;6223;4703;5133;345832;82583
43;67;496;23157;16540;10622;6223;4703;5133;345832;82583
43;67;578;23157;16540;10622;6223;4703;5133;345832;82583
43;67;411;23157;16540;10622;6223;4703;5133;345832;82583
43;67;212;23157;16540;10622;6223;4703;5133;345832;82583
43;67;151;23157;16540;10622;6223;4703;5133;345832;82583
43;67;6;23157;16540;10622;6223;4703;5133;345832;82583
43;67;-213;23157;16540;10622;6223;4703;5133;345832;82583
43;67;93;23157;16540;10622;6223;4703;5133;345832;82583
43;67;132;23157;16540;10622;6223;4703;5133;345832;82583
43;67;163;23157;16540;10622;6223;4703;5133;345832;82583
43;67;498;23157;16540;10622;6223;4703;5133;345832;82583
43;67;780;23157;16540;10622;6223;4703;5133;345832;82583
43;67;694;23157;16540;10622;6223;4703;5133;345832;82583
43;67;584;23157;16540;10622;6223;4703;5133;345832;82583
43;67;433;23157;16540;10622;6223;4703;5133;345832;82583
43;67;323;23157;16540;10622;6223;4703;5133;345832;82583
43;67;245;23157;16540;10622;6223;4703;5133;345832;82583
43;67;217;23157;16540;10622;6223;4703;5133;345832;82583
43;67;169;23157;16540;10622;6223;4703;5133;345832;82583
43;67;135;23157;16540;10622;6223;4703;5133;345832;82583
43;67;112;23157;16540;10622;6223;4703;5133;345832;82583
43;67;-1373;23157;16540;10622;6223;4703;5133;345832;82583
43;67;-2048;23157;16540;10622;6223;4703;5133;345832;82583
43;67;-2048;23157;16540;10622;6223;4703;5133;345832;82583
43;67;-1932;23157;16540;10622;6223;4703;5133;345832;82583
43;67;-1371;23157;16540;10622;6223;4703;5133;345832;82583
43;67;-967;23157;16540;10622;6223;4703;5133;345832;82583
43;67;-825;23157;16540;10622;6223;4703;5133;345832;82583
43;67;-574;23157;16540;10622;6223;4703;5133;345832;82583
43;67;-396;23157;16540;10622;6223;4703;5133;345832;82583
43;67;-268;23157;16540;10622;6223;4703;5133;345832;82583
43;67;-214;23157;16540;10622;6223;4703;5133;345832;82583
43;67;-138;23157;16540;10622;6223;4703;5133;345832;82583
43;67;-84;23157;16540;10622;6223;4703;5133;345832;82583
43;67;-44;23157;16540;10622;6223;4703;5133;345832;82583
43;67;-18;23157;16540;10622;6223;4703;5133;345832;82583
43;67;-7;23157;16540;10622;6223;4703;5133;345832;82583
43;67;7;23157;16540;10622;6223;4703;5133;345832;82583
43;67;20;23157;16540;10622;6223;4703;5133;345832;82583
43;67;27;23157;16540;10622;6223;4703;5133;345832;82583
43;67;35;23157;16540;10622;6223;4703;5133;345832;82583
43;67;37;23157;16540;10622;6223;4703;5133;345832;82583
35;74;71;1059;1495;806;709;597;377;161158;2393
35;74;85;1059;1495;806;709;597;377;161158;2393
35;74;81;1059;1495;806;709;597;377;161158;2393
35;74;97;1059;1495;806;709;597;377;161158;2393
35;74;12;1059;1495;806;709;597;377;161158;2393
35;74;27;1059;1495;806;709;597;377;161158;2393
35;74;27;1059;1495;806;709;597;377;161158;2393
35;74;10;1059;1495;806;709;597;377;161158;2393
35;74;57;1059;1495;806;709;597;377;161158;2393
35;74;117;1059;1495;806;709;597;377;161158;2393
35;74;90;1059;1495;806;709;597;377;161158;2393
35;74;58;1059;1495;806;709;597;377;161158;2393
35;74;101;1059;1495;806;709;597;377;161158;2393
35;74;67;1059;1495;806;709;597;377;161158;2393
35;74;10;1059;1495;806;709;597;377;161158;2393
35;74;53;1059;1495;806;709;597;377;161158;2393
35;74;39;1059;1495;806;709;597;377;161158;2393
35;74;77;1059;1495;806;709;597;377;161158;2393
35;74;32;1059;1495;806;709;597;377;161158;2393
35;74;20;1059;1495;806;709;597;377;161158;2393
35;74;39;1059;1495;806;709;597;377;161158;2393
35;74;88;1059;1495;806;709;597;377;161158;2393
35;74;-27;1059;1495;806;709;597;377;161158;2393
35;74;74;1059;1495;806;709;597;377;161158;2393
35;74;171;1059;1495;806;709;597;377;161158;2393
35;74;151;1059;1495;806;709;597;377;161158;2393
35;74;48;1059;1495;806;709;597;377;161158;2393
35;74;85;1059;1495;806;709;597;377;161158;2393
35;74;17;1059;1495;806;709;597;377;161158;2393
35;74;-25;1059;1495;806;709;597;377;161158;2393
35;74;-3;1059;1495;806;709;597;377;161158;2393
35;74;-54;1059;1495;806;709;597;377;161158;2393
35;74;2;1059;1495;806;709;597;377;161158;2393
35;74;-51;1059;1495;806;709;597;377;161158;2393
35;74;-17;1059;1495;806;709;597;377;161158;2393
35;74;18;1059;1495;806;709;597;377;161158;2393
35;74;11;1059;1495;806;709;597;377;161158;2393
35;74;-17;1059;1495;806;709;597;377;161158;2393
35;74;-26;1059;1495;806;709;597;377;161158;2393
35;74;12;1059;1495;806;709;597;377;161158;2393
35;74;52;1059;1495;806;709;597;377;161158;2393
35;74;49;1059;1495;806;709;597;377;161158;2393
35;74;55;1059;1495;806;709;597;377;161158;2393
35;74;74;1059;1495;806;709;597;377;161158;2393
35;74;71;1059;1495;806;709;597;377;161158;2393
35;74;67;1059;1495;806;709;597;377;161158;2393
35;74;35;1059;1495;806;709;597;377;161158;2393
35;74;-8;1059;1495;806;709;597;377;161158;2393
35;74;41;1059;1495;806;709;597;377;161158;2393
35;74;12;1059;1495;806;709;597;377;161158;2393
35;74;68;1059;1495;806;709;597;377;161158;2393
35;74;53;1059;1495;806;709;597;377;161158;2393
35;74;70;1059;1495;806;709;597;377;161158;2393
35;74;58;1059;1495;806;709;597;377;161158;2393
35;74;66;1059;1495;806;709;597;377;161158;2393
35;74;6;1059;1495;806;709;597;377;161158;2393
35;74;65;1059;1495;806;709;597;377;161158;2393
35;74;-1;1059;1495;806;709;597;377;161158;2393
35;74;88;1059;1495;806;709;597;377;161158;2393
35;74;41;1059;1495;806;709;597;377;161158;2393
35;74;-3;1059;1495;806;709;597;377;161158;2393
35;74;81;1059;1495;806;709;597;377;161158;2393
35;74;26;1059;1495;806;709;597;377;161158;2393
40;67;97;1823;789;7120;4067;2832;1040;77719;14288
40;67;48;1823;789;7120;4067;2832;1040;77719;14288
40;67;10;1823;789;7120;4067;2832;1040;77719;14288
40;67;-40;1823;789;7120;4067;2832;1040;77719;14288
40;67;60;1823;789;7120;4067;2832;1040;77719;14288
40;67;42;1823;789;7120;4067;2832;1040;77719;14288
40;67;41;1823;789;7120;4067;2832;1040;77719;14288
40;67;40;1823;789;7120;4067;2832;1040;77719;14288
40;67;105;1823;789;7120;4067;2832;1040;77719;14288
40;67;114;1823;789;7120;4067;2832;1040;77719;14288
40;67;64;1823;789;7120;4067;2832;1040;77719;14288
40;67;39;1823;789;7120;4067;2832;1040;77719;14288
40;67;5;1823;789;7120;4067;2832;1040;77719;14288
40;67;44;1823;789;7120;4067;2832;1040;77719;14288
40;67;-4;1823;789;7120;4067;2832;1040;77719;14288
40;67;49;1823;789;7120;4067;2832;1040;77719;14288
40;67;26;1823;789;7120;4067;2832;1040;77719;14288
40;67;73;1823;789;7120;4067;2832;1040;77719;14288
40;67;109;1823;789;7120;4067;2832;1040;77719;14288
40;67;24;1823;789;7120;4067;2832;1040;77719;14288
40;67;41;1823;789;7120;4067;2832;1040;77719;14288
40;67;51;1823;789;7120;4067;2832;1040;77719;14288
40;67;45;1823;789;7120;4067;2832;1040;77719;14288
40;67;36;1823;789;7120;4067;2832;1040;77719;14288
40;67;-50;1823;789;7120;4067;2832;1040;77719;14288
40;67;16;1823;789;7120;4067;2832;1040;77719;14288
40;67;17;1823;789;7120;4067;2832;1040;77719;14288
40;67;82;1823;789;7120;4067;2832;1040;77719;14288
40;67;68;1823;789;7120;4067;2832;1040;77719;14288
40;67;8;1823;789;7120;4067;2832;1040;77719;14288
40;67;90;1823;789;7120;4067;2832;1040;77719;14288
40;67;67;1823;789;7120;4067;2832;1040;77719;14288
40;67;88;1823;789;7120;4067;2832;1040;77719;14288
40;67;69;1823;789;7120;4067;2832;1040;77719;14288
40;67;74;1823;789;7120;4067;2832;1040;77719;14288
40;67;66;1823;789;7120;4067;2832;1040;77719;14288
40;67;84;1823;789;7120;4067;2832;1040;77719;14288
40;67;64;1823;789;7120;4067;2832;1040;77719;14288
40;67;89;1823;789;7120;4067;2832;1040;77719;14288
40;67;38;1823;789;7120;4067;2832;1040;77719;14288
40;67;41;1823;789;7120;4067;2832;1040;77719;14288
40;67;37;1823;789;7120;4067;2832;1040;77719;14288
40;67;88;1823;789;7120;4067;2832;1040;77719;14288
40;67;16;1823;789;7120;4067;2832;1040;77719;14288
40;67;13;1823;789;7120;4067;2832;1040;77719;14288
40;67;68;1823;789;7120;4067;2832;1040;77719;14288
40;67;50;1823;789;7120;4067;2832;1040;77719;14288
40;67;87;1823;789;7120;4067;2832;1040;77719;14288
40;67;40;1823;789;7120;4067;2832;1040;77719;14288
40;67;16;1823;789;7120;4067;2832;1040;77719;14288
40;67;59;1823;789;7120;4067;2832;1040;77719;14288
